商家名,商圈,类型,评分,城市,人均价格
钟意里茶冰廳,淮海路,茶餐厅,8.600000000000001,上海,89
粤来记茶室,打浦桥/田子坊,粤菜馆,8.833333333333334,上海,108
金桔香港茶餐,世纪大道,茶餐厅,8.7,上海,70
潮界,打浦桥/田子坊,潮汕菜,9.1,上海,98
深井陈记烧鹅茶冰厅,南翔,茶餐厅,7.766666666666667,上海,102
顺峰顺水,人民广场,顺德菜,8.766666666666667,上海,172
骰牛冰室,人民广场,茶餐厅,8.6,上海,50
三号黄浦会Canton Table,外滩,粤菜馆,9.133333333333333,上海,402
Hakkasan,外滩,粤菜馆,9.066666666666668,上海,694
上金雀華人餐厅,复兴西路/丁香花园,茶餐厅,8.2,上海,79
任兴记,中山公园,顺德菜,8.566666666666668,上海,171
初筵,外滩,粤菜馆,8.966666666666667,上海,833
禄興記香港大排档,青浦城区,茶餐厅,7.933333333333334,上海,91
华记冰室,南京东路,茶餐厅,8.033333333333333,上海,90
新顺记,徐家汇,顺德菜,8.6,上海,199
点都德·德小馆,陆家嘴,粤式茶点,8.766666666666667,上海,118
御宝轩,外滩,粤菜馆,8.9,上海,420
宝丽轩中餐厅 Bao Li Xuan,北外滩/外白渡桥,粤菜馆,9.299999999999999,上海,905
博多新记,音乐学院/五官科医院,粤菜馆,7.8,上海,158
维园悦谱,衡山路/复兴西路,粤菜馆,9.0,上海,175
玛嘉烈澳门葡式冰室,虹桥镇,茶餐厅,8.5,上海,54
惠食佳·上海朱雀茶室,徐家汇,广州菜,8.966666666666667,上海,168
德粤轩,天山,粤式茶点,7.433333333333334,上海,100
鹊玥•粤式小馆,徐家汇,粤菜馆,8.8,上海,101
元朗冰室,新天地,茶餐厅,8.0,上海,87
荔银肠粉,肇嘉浜路/中山医院,粤式茶点,8.733333333333333,上海,27
宝粤楼广式点心茶楼,上南地区,粤式茶点,8.4,上海,86
禧粤楼,南京东路,粤菜馆,8.633333333333333,上海,99
點满籠·传承港式点心,上南地区,粤式茶点,8.733333333333333,上海,85
金玉满堂潮州酒楼,新天地,潮汕菜,9.0,上海,223
高勝記茶冰室,曹家渡,茶餐厅,8.2,上海,57
尚一汤广东炖汤,曹杨地区,粤菜馆,9.066666666666666,上海,199
龍炎馬仔烧味,陆家嘴,烧腊,8.299999999999999,上海,121
發达盛·粤菜小酒馆,音乐学院/五官科医院,茶餐厅,7.333333333333333,上海,120
潮荟·经典潮州菜,外滩,潮汕菜,8.9,上海,160
查局粤菜馆,上海影城/新华路,粤菜馆,8.866666666666667,上海,140
