商家名,商圈,类型,评分,城市,人均价格
湘小三,将军山,湘菜,8.133333333333333,南京,72
去长沙湖南味道,雄州,湘菜,7.633333333333333,南京,82
女人当家,秦虹/大明路,湘菜,7.733333333333333,南京,68
湘灶,江浦,湘菜,7.466666666666666,南京,73
千里湘,奥体中心,湘菜,8.333333333333334,南京,72
湘当年,大学城,湘菜,7.433333333333334,南京,69
老湘味,拉德芳斯风情街,湘菜,7.599999999999999,南京,69
蒸一轩·浏阳蒸菜小碗菜,珠江路沿线,湘菜,7.466666666666666,南京,19
麓衡酒家,南京国际博览中心/元通,湘菜,7.566666666666666,南京,134
辣湘汇,迈皋桥/和燕路,湘菜,7.0,南京,68
苏湘会,新港开发区,湘菜,7.733333333333334,南京,117
相约回家吃饭,通济街商业广场,湘菜,7.133333333333333,南京,72
四川家常菜馆,三牌楼,湘菜,7.366666666666667,南京,0
品尚小厨,雨润大街,湘菜,7.5,南京,67
湘味小馆,升州路/集庆路,湘菜,7.3,南京,57
聚友餐厅,苜蓿园,湘菜,7.8,南京,70
任大厨·新鲜家常菜,万达广场,湘菜,7.366666666666667,南京,73
西湘小厨,常府街/长白街,湘菜,7.333333333333333,南京,110
江南公社,花生唐购物公园,湘菜,7.133333333333333,南京,66
湘王阁林府家宴,摄山,湘菜,7.266666666666667,南京,73
香湘乡,胜太路,湘菜,7.300000000000001,南京,53
老长沙湘派土菜,新街口/五台山体育中心,湘菜,7.300000000000001,南京,76
湘紫轩私房菜馆,胜太路沿线,湘菜,7.666666666666667,南京,54
乡味粗菜馆,殷巷,湘菜,7.3,南京,58
南昌大厦精菜馆,和燕路,湘菜,7.133333333333333,南京,104
金陵食府总店,江浦,湘菜,7.400000000000001,南京,84
湘乐宴私房菜,百水芊城,湘菜,7.5,南京,66
小山寨家宴楼,南大金陵学院,湘菜,7.366666666666667,南京,68
金陵食府,江浦,湘菜,7.333333333333333,南京,97
泓润湘菜馆,夫子庙地区,湘菜,7.366666666666667,南京,40
湘香鱼头馆,浦口区,湘菜,7.233333333333333,南京,64
海贝乐家常湘菜,热河南路/三汊河,湘菜,7.0,南京,0
湘土人情,殷巷,湘菜,7.433333333333334,南京,54
幸福人家,尧化门,湘菜,7.400000000000001,南京,51
山寨鱼头村,麒麟门,湘菜,6.966666666666666,南京,61
去长沙蒸菜馆,江宁大学城,湘菜,7.133333333333333,南京,0
湘·季味,铁心桥/三江学院,湘菜,7.400000000000001,南京,0
苏皖小厨,江浦,湘菜,6.800000000000001,南京,0
阿瓦山寨,中山步行街,湘菜,7.3,南京,55
妈妈味道,秦虹村/中华门,湘菜,7.1000000000000005,南京,56
湘里人家,南京西站/阅江楼,湘菜,7.2,南京,0
湘辣小厨,江浦,湘菜,6.933333333333334,南京,0
湘楼阁土菜馆,秦虹村/中华门,湘菜,7.233333333333333,南京,57
湘江南  潇湘菜馆,江宁滨江开发区,湘菜,6.966666666666666,南京,59
鱼蛙馆·干锅牛蛙,铁心桥/楚翘城,湘菜,7.366666666666667,南京,54
湘味蒸菜,西善桥/油坊桥,湘菜,6.900000000000001,南京,0
常湘汇,江宁滨江开发区,湘菜,7.166666666666667,南京,36
家湘味餐饮店,紫金山/中山陵,湘菜,7.0,南京,0
蒸碗湘大食堂,新街口地区,湘菜,6.966666666666666,南京,0
鱼蛙相恋,瑞金路沿线,湘菜,7.099999999999999,南京,64
四川人家菜馆,胜太路沿线,湘菜,7.166666666666667,南京,93
苏湘舫名厨,小市,湘菜,7.099999999999999,南京,0
今相缘土菜馆,柘塘镇,湘菜,7.0,南京,0
凡记老长沙私房菜,花生唐购物公园,湘菜,6.966666666666666,南京,60
浏阳蒸菜,徐庄软件园,湘菜,6.966666666666668,南京,0
